01/1990,02/1990,03/1990,04/1990,05/1990,06/1990,07/1990,08/1990,09/1990,10/1990,11/1990,12/1990,01/1991,02/1991,03/1991,04/1991,05/1991,06/1991,07/1991,08/1991,09/1991,10/1991,11/1991,12/1991,01/1992,02/1992,03/1992,04/1992,05/1992,06/1992,07/1992,08/1992,09/1992,10/1992,11/1992,12/1992,01/1993,02/1993,03/1993,04/1993,05/1993,06/1993,07/1993,08/1993,09/1993,10/1993,11/1993,12/1993,01/1994,02/1994,03/1994,04/1994,05/1994,06/1994,07/1994,08/1994,09/1994,10/1994,11/1994,12/1994,01/1995,02/1995,03/1995,04/1995,05/1995,06/1995,07/1995,08/1995,09/1995,10/1995,11/1995,12/1995,01/1996,02/1996,03/1996,04/1996,05/1996,06/1996,07/1996,08/1996,09/1996,10/1996,11/1996,12/1996,01/1997,02/1997,03/1997,04/1997,05/1997,06/1997,07/1997,08/1997,09/1997,10/1997,11/1997,12/1997,01/1998,02/1998,03/1998,04/1998,05/1998,06/1998,07/1998,08/1998,09/1998,10/1998,11/1998,12/1998,01/1999,02/1999,03/1999,04/1999,05/1999,06/1999,07/1999,08/1999,09/1999,10/1999,11/1999,12/1999,01/2000,02/2000,03/2000,04/2000,05/2000,06/2000,07/2000,08/2000,09/2000,10/2000,11/2000,12/2000,01/2001,02/2001,03/2001,04/2001,05/2001,06/2001,07/2001,08/2001,09/2001,10/2001,11/2001,12/2001,01/2002,02/2002,03/2002,04/2002,05/2002,06/2002,07/2002,08/2002,09/2002,10/2002,11/2002,12/2002,01/2003,02/2003,03/2003,04/2003,05/2003,06/2003,07/2003,08/2003,09/2003,10/2003,11/2003,12/2003,01/2004,02/2004,03/2004,04/2004,05/2004,06/2004,07/2004,08/2004,09/2004,10/2004,11/2004,12/2004,01/2005,02/2005,03/2005,04/2005,05/2005,06/2005,07/2005,08/2005,09/2005,10/2005,11/2005,12/2005,01/2006,02/2006,03/2006,04/2006,05/2006,06/2006,07/2006,08/2006,09/2006,10/2006,11/2006,12/2006,01/2007,02/2007,03/2007,04/2007,05/2007,06/2007,07/2007,08/2007,09/2007,10/2007,11/2007,12/2007,01/2008,02/2008,03/2008,04/2008,05/2008,06/2008,07/2008,08/2008,09/2008,10/2008,11/2008,12/2008,01/2009,02/2009,03/2009,04/2009,05/2009,06/2009,07/2009,08/2009,09/2009,10/2009,11/2009,12/2009,01/2010,02/2010,03/2010,04/2010,05/2010,06/2010,07/2010,08/2010,09/2010,10/2010,11/2010,12/2010,01/2011,02/2011,03/2011,04/2011,05/2011,06/2011,07/2011,08/2011,09/2011,10/2011,11/2011,12/2011,01/2012,02/2012,03/2012,04/2012,05/2012,06/2012,07/2012,08/2012,09/2012,10/2012,11/2012,12/2012,01/2013,02/2013,03/2013,04/2013,05/2013,06/2013,07/2013,08/2013,09/2013,10/2013,11/2013,12/2013,01/2014,02/2014,03/2014,04/2014,05/2014,06/2014,07/2014,08/2014,09/2014,10/2014,11/2014,12/2014,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018
S108,S108,S108,S415,S12,S709,S110,S1217,S851,S240,S914,S200,S524,S524,S859,S990,S791,S634,S63,S240,S240,S805,S805,S415,S1217,S851,S845,S634,S634,S533,S297,S786,S805,S734,S734,S851,S533,S533,S420,S805,S415,S834,S108,S990,S851,S914,S566,S881,S20,S889,S1208,S367,S537,S1217,S922,S922,S922,S1279,S321,S772,S1050,S1217,S851,S791,S845,S845,S1318,S1332,S1171,S734,S791,S922,S1034,S1034,S566,S425,S250,S550,S990,S851,S598,S566,S1028,S200,S5,S5,S426,S791,S791,S791,S130,S475,S425,S1217,S990,S791,S987,S634,S634,S881,S732,S769,S1217,S734,S598,S566,S200,S732,S1142,S1283,S1321,S990,S845,S984,S655,S520,S542,S420,S240,S984,S200,S60,S60,S772,S382,S567,S634,S63,S63,S1189,S559,S459,S835,S835,S835,S63,S420,S63,S666,S35,S367,S1050,S537,S196,S1217,S1342,S63,S63,S63,S947,S367,S871,S871,S387,S851,S851,S1305,S1142,S689,S685,S685,S685,S1279,S1279,S321,S47,S35,S702,S537,S537,S537,S1342,S1342,S108,S47,S47,S367,S845,S845,S922,S537,S537,S537,S851,S835,S420,S35,S367,S196,S1216,S914,S732,S196,S196,S676,S851,S851,S835,S835,S835,S835,S1359,S1359,S1312,S1217,S1217,S1217,S128,S473,S953,S702,S871,S196,S108,S634,S1384,S537,S196,S196,S432,S851,S845,S537,S685,S685,S200,S60,S487,S1217,S1217,S108,S634,S634,S1034,S537,S1149,S1217,S634,S634,S1216,S1149,S1217,S835,S845,S845,S685,S1149,S1217,S1034,S1034,S670,S941,S196,S1149,S1342,S387,S387,S835,S1217,S108,S108,S634,S881,S1213,S1342,S108,S387,S835,S634,S420,S1342,S990,S791,S63,S63,S914,S791,S791,S835,S634,S634,S1034,S851,S851,S791,S732,S1211,S487,S1342,S1342,S851,S63,S914,S732,S851,S851,S851,S1211,S941,S1384,S990,S851,S851,S1034,S1034,S881,S108,S851,S851,S1120,S670,S769,S1217,S990,S63,S566,S566,S566,S845,S845,S634,S404,S966,S1155,S922,S922,S725,S404,S404,S726,S634,S420,S420,S732,S732,S732,S183,S183,S371,S835,S835,S835,S1216,S1216,S1216,S1342,S108,S296
S1217,S1217,S1217,S185,S785,S1093,S30,S537,S734,S63,S240,S566,S717,S717,S524,S108,S851,S922,S420,S63,S63,S182,S182,S185,S537,S734,S835,S922,S922,S634,S307,S55,S182,S990,S990,S734,S634,S634,S533,S182,S185,S415,S1217,S108,S734,S240,S1034,S200,S314,S784,S1168,S702,S1050,S1307,S845,S845,S845,S1312,S1279,S1240,S367,S1307,S734,S851,S791,S791,S796,S931,S1175,S990,S851,S598,S984,S984,S1034,S655,S520,S629,S432,S734,S845,S1034,S566,S1028,S442,S442,S5,S851,S851,S851,S128,S473,S655,S676,S1097,S851,S922,S987,S987,S200,S903,S941,S676,S990,S845,S1034,S1028,S903,S153,S1064,S870,S1097,S835,S914,S557,S588,S1041,S533,S63,S914,S1028,S200,S200,S1240,S772,S128,S922,S420,S420,S475,S953,S1267,S791,S791,S791,S420,S634,S420,S51,S47,S702,S367,S871,S537,S676,S1217,S420,S420,S420,S361,S702,S367,S367,S432,S990,S990,S787,S153,S1142,S196,S196,S196,S1284,S1284,S853,S110,S47,S35,S871,S871,S871,S1217,S1217,S1342,S110,S110,S702,S835,S835,S845,S871,S871,S871,S990,S791,S634,S47,S702,S537,S63,S1216,S881,S537,S537,S685,S990,S990,S791,S791,S791,S791,S941,S941,S155,S676,S676,S676,S869,S128,S1189,S35,S367,S537,S1342,S922,S1359,S871,S537,S537,S108,S990,S835,S871,S196,S196,S566,S200,S670,S676,S676,S1342,S922,S922,S914,S871,S685,S676,S922,S922,S63,S685,S676,S791,S835,S835,S196,S685,S676,S914,S914,S1211,S487,S537,S685,S1217,S432,S432,S791,S676,S1342,S1342,S922,S566,S769,S1217,S1342,S432,S791,S1119,S634,S1217,S432,S851,S634,S634,S1216,S851,S851,S791,S922,S922,S914,S990,S990,S851,S881,S732,S670,S1217,S1217,S990,S420,S1216,S881,S990,S990,S990,S732,S487,S1359,S432,S990,S990,S914,S914,S1120,S1342,S990,S990,S566,S1211,S1384,S676,S432,S420,S914,S914,S914,S835,S835,S922,S1323,S404,S1054,S835,S845,S922,S769,S769,S966,S725,S634,S634,S881,S881,S881,S827,S827,S1254,S791,S791,S791,S63,S63,S63,S1217,S1342,S661
S537,S537,S537,S805,S852,S848,S729,S1050,S990,S420,S63,S1034,S1111,S1111,S717,S1217,S734,S845,S533,S420,S420,S578,S578,S805,S1050,S990,S791,S845,S845,S922,S521,S297,S980,S108,S108,S990,S922,S922,S634,S578,S805,S185,S537,S1217,S990,S63,S984,S566,S312,S20,S889,S110,S367,S537,S791,S791,S791,S184,S1312,S321,S702,S537,S990,S734,S851,S851,S709,S1070,S1212,S108,S734,S845,S240,S240,S984,S459,S588,S250,S108,S990,S835,S984,S1034,S566,S1099,S1099,S442,S734,S734,S734,S869,S173,S1100,S537,S108,S734,S598,S922,S922,S1028,S881,S487,S537,S432,S835,S984,S566,S881,S1358,S681,S1036,S108,S791,S1216,S963,S425,S550,S634,S420,S1216,S566,S1028,S1028,S321,S1240,S869,S845,S634,S634,S473,S1189,S559,S851,S851,S851,S634,S922,S634,S1237,S110,S35,S702,S1050,S871,S685,S676,S634,S634,S634,S1234,S35,S702,S702,S108,S387,S387,S368,S1305,S153,S537,S537,S537,S1312,S1312,S461,S30,S110,S47,S367,S367,S367,S676,S676,S1217,S30,S30,S35,S791,S791,S835,S367,S367,S367,S387,S851,S922,S110,S35,S871,S634,S63,S60,S871,S871,S196,S387,S387,S851,S851,S851,S851,S487,S487,S659,S685,S685,S685,S1363,S869,S475,S47,S702,S871,S1217,S845,S941,S367,S871,S871,S1342,S387,S791,S367,S537,S537,S1034,S566,S1211,S1149,S1149,S1217,S845,S845,S1216,S367,S196,S1149,S845,S845,S634,S196,S1149,S851,S791,S791,S537,S196,S1149,S1216,S1216,S732,S670,S871,S196,S676,S108,S108,S851,S1149,S1217,S1217,S845,S1034,S1384,S676,S1217,S108,S851,S922,S1119,S676,S108,S990,S1119,S1119,S63,S990,S990,S851,S845,S845,S1216,S432,S432,S990,S566,S881,S1211,S676,S676,S432,S634,S63,S1034,S432,S432,S432,S881,S670,S941,S108,S432,S432,S1216,S1216,S566,S1217,S432,S432,S1034,S732,S1359,S685,S108,S634,S1216,S1216,S1216,S791,S791,S845,S769,S1323,S726,S791,S835,S845,S1384,S1384,S404,S922,S725,S725,S1120,S1120,S1120,S296,S296,S183,S851,S851,S851,S420,S420,S420,S676,S1217,S437
S1050,S1050,S1050,S182,S89,S12,S336,S367,S108,S533,S420,S984,S612,S612,S1111,S537,S990,S835,S634,S533,S533,S55,S55,S182,S367,S108,S851,S835,S835,S845,S1277,S307,S786,S1217,S1217,S108,S845,S845,S922,S980,S182,S805,S1050,S537,S108,S420,S914,S1034,S1025,S314,S784,S30,S702,S1050,S851,S851,S851,S659,S184,S1279,S110,S1050,S108,S990,S734,S734,S1093,S1318,S1234,S1217,S990,S791,S63,S63,S240,S1267,S425,S520,S1217,S432,S791,S914,S984,S1034,S915,S915,S1099,S990,S990,S990,S1363,S130,S459,S230,S1217,S990,S845,S598,S598,S566,S200,S1015,S230,S1097,S851,S914,S1034,S60,S1305,S1142,S873,S1217,S851,S240,S459,S655,S629,S987,S533,S240,S1034,S566,S566,S853,S321,S1363,S835,S922,S922,S173,S475,S953,S990,S990,S990,S922,S845,S922,S1369,S30,S47,S35,S367,S1050,S196,S685,S922,S922,S922,S512,S47,S35,S35,S1342,S432,S432,S57,S787,S1305,S871,S871,S871,S155,S155,S1279,S729,S30,S110,S702,S702,S702,S685,S685,S676,S729,S729,S47,S851,S851,S791,S702,S702,S702,S432,S990,S845,S30,S47,S367,S922,S634,S200,S367,S367,S537,S432,S432,S990,S990,S990,S990,S732,S732,S966,S196,S196,S196,S450,S1363,S473,S110,S35,S367,S676,S835,S487,S702,S367,S367,S1217,S432,S851,S702,S871,S871,S914,S1034,S732,S685,S685,S676,S835,S835,S63,S702,S537,S685,S835,S835,S922,S537,S685,S990,S851,S851,S871,S537,S685,S63,S63,S881,S1211,S1050,S537,S1149,S1342,S1342,S990,S196,S676,S676,S835,S914,S1359,S1149,S676,S1342,S990,S845,S922,S1149,S1342,S432,S922,S922,S634,S432,S432,S990,S835,S835,S63,S108,S108,S432,S1034,S566,S732,S1149,S1149,S108,S922,S420,S914,S108,S108,S108,S566,S1211,S487,S1342,S108,S108,S63,S63,S1034,S676,S108,S108,S914,S881,S941,S537,S1342,S922,S63,S63,S63,S851,S851,S835,S1384,S769,S966,S851,S791,S835,S941,S941,S769,S835,S922,S922,S566,S566,S566,S550,S550,S827,S990,S990,S990,S634,S634,S634,S985,S676,S472
S367,S367,S367,S578,S708,S785,S161,S702,S1217,S634,S533,S914,S1346,S1346,S612,S1050,S108,S791,S922,S634,S634,S297,S297,S578,S702,S1217,S734,S791,S791,S835,S793,S521,S55,S537,S537,S1217,S791,S791,S845,S786,S578,S182,S367,S1050,S1217,S533,S240,S984,S1098,S312,S20,S336,S110,S367,S734,S734,S734,S335,S659,S1312,S30,S367,S1217,S108,S990,S990,S848,S796,S512,S537,S108,S851,S420,S420,S63,S210,S655,S588,S537,S108,S851,S240,S914,S984,S1066,S1066,S915,S432,S432,S432,S450,S128,S1267,S871,S676,S432,S835,S845,S845,S1034,S1028,S732,S871,S108,S734,S240,S984,S200,S787,S153,S285,S676,S734,S63,S1267,S557,S94,S922,S634,S63,S984,S1034,S1034,S1279,S853,S450,S791,S845,S845,S130,S473,S1189,S387,S387,S387,S845,S835,S845,S366,S729,S110,S47,S702,S367,S537,S196,S845,S845,S845,S165,S110,S47,S47,S1217,S108,S108,S158,S368,S787,S367,S367,S367,S726,S726,S1284,S336,S729,S30,S35,S35,S35,S196,S196,S685,S336,S336,S110,S990,S990,S851,S35,S35,S35,S108,S387,S835,S729,S110,S702,S845,S922,S566,S702,S702,S871,S108,S108,S387,S387,S387,S387,S881,S881,S335,S537,S537,S537,S997,S450,S128,S30,S47,S702,S685,S791,S1211,S35,S702,S702,S676,S108,S990,S35,S367,S367,S1216,S914,S881,S196,S196,S1149,S791,S791,S420,S35,S871,S196,S791,S791,S845,S871,S196,S387,S990,S990,S1050,S871,S196,S634,S634,S566,S732,S367,S871,S685,S1217,S1217,S387,S537,S1149,S1149,S791,S1216,S941,S685,S1149,S1217,S387,S835,S845,S685,S1217,S108,S845,S845,S922,S108,S108,S432,S791,S791,S420,S1342,S1342,S108,S914,S1034,S881,S685,S685,S1342,S845,S634,S1216,S1342,S1342,S1342,S1034,S732,S670,S1217,S1342,S1342,S420,S420,S914,S1149,S1342,S1342,S1216,S1120,S487,S871,S1217,S845,S420,S420,S420,S990,S990,S791,S941,S1384,S404,S990,S851,S791,S487,S487,S1384,S791,S835,S835,S914,S914,S914,S629,S629,S296,S108,S108,S108,S725,S725,S725,S1114,S985,S1203
S702,S702,S702,S980,S834,S852,S143,S110,S537,S922,S634,S240,S608,S608,S1346,S367,S1217,S851,S845,S922,S922,S307,S307,S55,S110,S537,S990,S851,S851,S791,S1174,S1277,S297,S1050,S1050,S537,S851,S851,S791,S297,S980,S578,S702,S367,S537,S634,S63,S914,S385,S1025,S314,S161,S30,S702,S990,S990,S990,S439,S335,S184,S729,S702,S1307,S1217,S108,S108,S12,S709,S855,S230,S1217,S734,S533,S533,S420,S559,S459,S425,S230,S1217,S734,S63,S240,S914,S564,S564,S1066,S1097,S1097,S1097,S997,S869,S210,S1050,S537,S1097,S791,S835,S835,S914,S566,S903,S1050,S1217,S990,S63,S914,S1028,S1121,S1358,S1044,S230,S990,S420,S210,S963,S250,S598,S987,S420,S914,S984,S984,S1284,S1279,S997,S851,S835,S835,S567,S173,S475,S432,S432,S432,S835,S791,S835,S730,S161,S30,S110,S35,S702,S871,S537,S835,S835,S835,S104,S30,S110,S110,S676,S1342,S1342,S1230,S57,S368,S702,S702,S702,S966,S966,S1312,S161,S336,S729,S47,S47,S47,S537,S537,S196,S161,S161,S30,S387,S387,S990,S47,S47,S47,S1342,S432,S791,S336,S30,S35,S835,S845,S1034,S35,S35,S367,S1342,S1342,S432,S432,S432,S432,S60,S60,S769,S871,S871,S871,S382,S997,S869,S729,S110,S35,S196,S851,S732,S47,S35,S35,S685,S1342,S387,S47,S702,S702,S63,S1216,S60,S537,S537,S685,S851,S851,S634,S47,S367,S537,S851,S851,S835,S1050,S537,S432,S387,S387,S367,S1050,S537,S922,S922,S1034,S881,S702,S1050,S196,S676,S676,S432,S871,S196,S685,S851,S63,S487,S196,S685,S676,S432,S791,S835,S196,S676,S1342,S835,S835,S845,S1342,S1342,S108,S851,S851,S634,S1217,S1217,S1342,S1216,S914,S566,S196,S196,S1217,S835,S922,S63,S1217,S1217,S1217,S914,S881,S1211,S676,S1217,S1217,S634,S634,S1216,S685,S1217,S1217,S63,S566,S670,S1050,S676,S835,S634,S634,S634,S108,S108,S851,S487,S941,S1323,S108,S990,S851,S670,S670,S941,S851,S791,S791,S1216,S1216,S1216,S258,S258,S550,S1342,S1342,S1342,S922,S922,S922,S537,S1114,S1378
S110,S110,S110,S786,S415,S89,S666,S30,S1050,S845,S922,S63,S832,S832,S608,S702,S537,S734,S835,S845,S845,S521,S521,S297,S30,S1050,S108,S734,S734,S851,S1306,S793,S307,S367,S367,S1050,S734,S734,S851,S307,S786,S980,S110,S702,S1050,S922,S420,S240,S739,S1098,S312,S143,S729,S110,S108,S108,S108,S769,S439,S659,S336,S110,S537,S1307,S1217,S1217,S661,S1093,S1332,S1050,S537,S990,S634,S634,S533,S173,S1267,S655,S871,S537,S990,S420,S63,S240,S1010,S1010,S564,S108,S108,S108,S382,S1363,S559,S367,S230,S108,S851,S791,S791,S240,S1034,S881,S367,S676,S432,S420,S240,S566,S211,S1305,S529,S871,S1097,S533,S559,S459,S520,S845,S922,S533,S1216,S914,S914,S1312,S1284,S139,S990,S791,S791,S869,S130,S473,S108,S108,S108,S791,S851,S791,S435,S143,S729,S30,S47,S35,S367,S871,S791,S791,S791,S931,S729,S30,S30,S685,S1217,S1217,S620,S158,S57,S35,S35,S35,S335,S335,S155,S143,S161,S336,S110,S110,S110,S871,S871,S537,S143,S143,S729,S432,S432,S387,S110,S110,S110,S1217,S108,S851,S161,S729,S47,S791,S835,S914,S47,S47,S702,S1217,S1217,S108,S108,S108,S108,S200,S200,S1384,S367,S367,S367,S1240,S382,S1363,S336,S30,S47,S537,S990,S881,S110,S47,S47,S196,S1217,S432,S110,S35,S35,S634,S63,S200,S871,S871,S196,S990,S990,S922,S110,S702,S871,S990,S990,S791,S367,S871,S108,S432,S432,S702,S367,S871,S845,S845,S914,S566,S35,S367,S537,S1149,S1149,S108,S1050,S537,S196,S990,S634,S670,S537,S196,S1149,S108,S851,S791,S537,S1149,S1217,S791,S791,S835,S1217,S1217,S1342,S990,S990,S922,S676,S676,S1217,S63,S1216,S1034,S537,S537,S676,S791,S845,S420,S676,S676,S676,S1216,S566,S732,S1149,S676,S676,S922,S922,S63,S537,S676,S676,S634,S1034,S732,S367,S685,S791,S922,S922,S922,S1342,S1342,S990,S670,S487,S769,S1342,S108,S990,S732,S732,S487,S990,S851,S851,S63,S63,S63,S799,S799,S629,S1217,S1217,S1217,S835,S835,S835,S871,S537,S877
S30,S30,S30,S55,S185,S708,S51,S729,S367,S835,S845,S420,S1287,S1287,S832,S110,S1050,S990,S791,S835,S835,S1221,S1221,S307,S729,S367,S1217,S990,S990,S734,S183,S1174,S521,S702,S702,S367,S990,S990,S734,S1221,S297,S786,S30,S110,S367,S845,S533,S63,S1206,S385,S1025,S666,S336,S30,S1217,S1217,S1217,S941,S769,S335,S161,S30,S1050,S537,S1307,S1307,S785,S848,S1374,S367,S230,S108,S987,S987,S634,S130,S210,S459,S1050,S230,S432,S533,S420,S63,S46,S46,S1010,S1217,S1217,S1217,S772,S450,S953,S702,S871,S1217,S734,S851,S851,S63,S914,S200,S702,S537,S1097,S533,S63,S1034,S1230,S787,S1283,S1050,S108,S634,S953,S1267,S588,S835,S598,S634,S240,S1216,S1216,S184,S1312,S382,S387,S851,S851,S1363,S567,S173,S1342,S1342,S1342,S851,S990,S851,S1340,S666,S161,S729,S110,S47,S702,S367,S851,S851,S851,S590,S336,S729,S729,S196,S676,S676,S1148,S1230,S158,S47,S47,S47,S1384,S1384,S726,S666,S143,S161,S30,S30,S30,S367,S367,S871,S666,S666,S336,S108,S108,S432,S30,S30,S30,S676,S1342,S990,S143,S336,S110,S851,S791,S1216,S110,S110,S35,S676,S676,S1342,S1342,S1342,S1342,S566,S566,S1359,S702,S702,S702,S321,S1240,S450,S161,S729,S110,S871,S387,S60,S30,S110,S110,S537,S676,S108,S30,S47,S47,S922,S634,S566,S367,S367,S537,S387,S387,S845,S30,S35,S1050,S387,S387,S851,S702,S1050,S1342,S108,S108,S35,S702,S1050,S835,S835,S1216,S1034,S110,S702,S871,S685,S685,S1342,S367,S871,S537,S387,S922,S1211,S871,S537,S685,S1342,S990,S851,S871,S685,S676,S851,S851,S791,S676,S676,S1217,S432,S432,S845,S1149,S1149,S676,S634,S63,S914,S871,S871,S1149,S851,S835,S634,S1149,S1149,S1149,S63,S1034,S881,S685,S1149,S1149,S845,S845,S420,S871,S1149,S1149,S922,S914,S881,S702,S537,S851,S845,S845,S845,S1217,S1217,S108,S732,S670,S1384,S1217,S1342,S108,S881,S881,S670,S108,S990,S990,S420,S420,S420,S520,S520,S258,S676,S676,S676,S791,S791,S791,S1050,S871,S629
S729,S729,S729,S297,S805,S834,S1035,S336,S702,S791,S835,S533,S117,S117,S1287,S30,S367,S108,S851,S791,S791,S793,S793,S521,S336,S702,S537,S108,S108,S990,S296,S1306,S1277,S110,S110,S702,S108,S108,S990,S1277,S307,S297,S729,S30,S702,S791,S634,S420,S58,S739,S1098,S51,S161,S729,S1307,S1307,S1307,S1243,S941,S439,S143,S729,S367,S1050,S537,S537,S89,S12,S931,S702,S1050,S1217,S922,S922,S987,S869,S559,S1267,S367,S871,S108,S634,S533,S420,S601,S601,S46,S537,S537,S537,S1240,S997,S475,S47,S1050,S676,S990,S734,S734,S420,S240,S1028,S35,S230,S108,S634,S420,S984,S620,S1121,S1064,S367,S1217,S987,S475,S210,S425,S791,S845,S987,S63,S240,S240,S659,S184,S772,S432,S990,S990,S450,S869,S130,S1217,S1217,S1217,S990,S387,S990,S204,S51,S143,S161,S30,S110,S35,S702,S990,S990,S990,S423,S161,S336,S336,S537,S685,S685,S386,S620,S1230,S110,S110,S110,S1359,S1359,S966,S51,S666,S143,S729,S729,S729,S702,S702,S367,S51,S51,S161,S1342,S1342,S108,S729,S729,S729,S685,S1217,S387,S666,S161,S30,S990,S851,S63,S30,S30,S47,S685,S685,S1217,S1217,S1217,S1217,S1034,S1034,S941,S35,S35,S35,S853,S321,S997,S143,S336,S30,S367,S432,S200,S729,S30,S30,S871,S685,S1342,S729,S110,S110,S845,S922,S1034,S702,S702,S871,S432,S432,S835,S729,S47,S367,S432,S432,S990,S35,S367,S1217,S1342,S1342,S47,S35,S367,S791,S791,S63,S914,S30,S35,S1050,S196,S196,S1217,S702,S1050,S871,S432,S845,S732,S1050,S871,S196,S1217,S387,S990,S1050,S196,S1149,S990,S990,S851,S1149,S1149,S676,S108,S108,S835,S685,S685,S1149,S922,S634,S1216,S1050,S1050,S685,S990,S791,S922,S685,S685,S685,S634,S914,S566,S196,S685,S685,S835,S835,S634,S1050,S685,S685,S845,S1216,S1120,S35,S871,S990,S835,S835,S835,S676,S676,S1342,S881,S732,S941,S676,S1217,S1342,S1120,S1120,S732,S1342,S108,S108,S634,S634,S634,S630,S630,S799,S985,S985,S985,S851,S851,S851,S367,S1050,S835
S336,S336,S336,S307,S182,S415,S1237,S161,S110,S851,S791,S634,S1009,S1009,S117,S729,S702,S1217,S734,S851,S851,S958,S958,S1221,S161,S110,S1050,S1217,S1217,S108,S542,S183,S793,S30,S30,S110,S1217,S1217,S108,S793,S1221,S307,S336,S729,S110,S851,S922,S533,S236,S1206,S385,S1035,S143,S336,S537,S537,S537,S1015,S1243,S769,S666,S336,S702,S367,S1050,S230,S708,S661,S1070,S47,S367,S537,S598,S598,S922,S1363,S475,S210,S702,S1050,S1217,S987,S634,S533,S605,S605,S601,S230,S230,S230,S321,S382,S473,S30,S367,S537,S432,S990,S990,S533,S63,S566,S47,S871,S1217,S987,S533,S914,S1148,S211,S681,S702,S676,S922,S473,S559,S655,S851,S835,S922,S420,S63,S63,S1155,S659,S1240,S108,S387,S387,S997,S1363,S567,S676,S676,S676,S387,S432,S387,S411,S1237,S666,S143,S729,S30,S47,S35,S387,S387,S387,S477,S143,S161,S161,S871,S196,S196,S671,S1148,S620,S30,S30,S30,S941,S941,S335,S1237,S51,S666,S336,S336,S336,S35,S35,S702,S1237,S1237,S143,S1217,S1217,S1342,S336,S336,S336,S196,S676,S432,S51,S143,S729,S387,S990,S634,S729,S729,S110,S196,S196,S676,S676,S676,S676,S914,S914,S487,S47,S47,S47,S1279,S853,S382,S666,S161,S729,S702,S108,S566,S336,S729,S729,S367,S196,S1217,S336,S30,S30,S835,S845,S914,S35,S35,S367,S108,S108,S791,S336,S110,S702,S108,S108,S387,S47,S702,S676,S1217,S1217,S110,S47,S702,S851,S851,S634,S1216,S729,S47,S367,S537,S537,S676,S35,S367,S1050,S108,S835,S881,S367,S1050,S537,S676,S432,S432,S367,S537,S685,S432,S432,S990,S685,S685,S1149,S1342,S1342,S791,S196,S196,S685,S845,S922,S63,S367,S367,S196,S432,S851,S845,S196,S196,S196,S922,S1216,S1034,S537,S196,S196,S791,S791,S922,S367,S537,S537,S835,S63,S566,S110,S1050,S432,S791,S791,S791,S1149,S1149,S1217,S1120,S881,S487,S1149,S676,S1217,S566,S566,S881,S1217,S1342,S1342,S725,S725,S725,S963,S963,S520,S1149,S1149,S1149,S990,S990,S990,S702,S367,S429
S161,S161,S161,S1221,S578,S185,S1219,S143,S30,S734,S851,S922,S1147,S1147,S1009,S336,S110,S537,S990,S734,S734,S1174,S1174,S1277,S143,S30,S367,S537,S537,S1217,S550,S296,S1174,S729,S729,S30,S537,S537,S1217,S958,S1277,S1221,S161,S336,S30,S734,S845,S634,S1295,S58,S739,S1237,S666,S161,S1050,S1050,S1050,S1211,S1015,S941,S145,S161,S110,S702,S367,S1050,S185,S785,S1318,S110,S702,S230,S845,S845,S598,S997,S173,S559,S47,S367,S537,S922,S987,S634,S582,S582,S605,S871,S871,S871,S1279,S772,S130,S729,S702,S230,S1097,S432,S432,S634,S420,S1034,S110,S1050,S676,S598,S634,S240,S386,S1230,S1142,S35,S537,S598,S173,S953,S557,S990,S791,S598,S533,S420,S420,S726,S1155,S321,S1217,S432,S432,S139,S450,S869,S537,S537,S537,S432,S108,S432,S379,S1369,S51,S666,S336,S729,S110,S47,S432,S432,S432,S224,S666,S143,S143,S367,S537,S537,S665,S386,S1148,S729,S729,S729,S487,S487,S1384,S1369,S1237,S51,S161,S161,S161,S47,S47,S35,S1369,S1369,S666,S676,S676,S1217,S161,S161,S161,S537,S685,S108,S1237,S666,S336,S432,S387,S922,S336,S336,S30,S537,S537,S685,S685,S685,S685,S1216,S1216,S732,S110,S110,S110,S1284,S1279,S1240,S51,S143,S336,S35,S1342,S1034,S161,S336,S336,S702,S537,S676,S161,S729,S729,S791,S835,S1216,S110,S47,S702,S1342,S1342,S851,S161,S30,S35,S1342,S1342,S432,S110,S35,S1149,S676,S676,S30,S110,S35,S990,S990,S922,S63,S336,S110,S702,S871,S871,S1149,S47,S702,S367,S1342,S791,S200,S702,S367,S871,S1149,S108,S108,S702,S871,S196,S108,S108,S432,S196,S196,S685,S1217,S1217,S851,S537,S537,S196,S835,S845,S634,S702,S702,S537,S108,S990,S835,S537,S537,S537,S845,S63,S914,S871,S537,S537,S851,S851,S845,S702,S871,S871,S791,S634,S1034,S30,S367,S108,S851,S851,S851,S685,S685,S676,S566,S1120,S670,S685,S1149,S676,S914,S914,S1120,S676,S1217,S1217,S922,S922,S922,S1100,S1100,S630,S685,S685,S685,S108,S108,S108,S35,S702,S1124
